dag_id,data,mse_factor,name,stage_id
592ff5bc-f811-11e9-a621-340286a22b19,{'c26': {'size': 40}},0,graph,0
592ff5bc-f811-11e9-a621-340286a22b19,"{'f': {'size': 90}, 'c26': {'size': 160}}",0,graph,0
dag_id,data,mse_factor,name,stage_id
c3621a0a-f811-11e9-a622-340286a22b19,{'c26': {'size': 40}},0,graph,0
c3621a0a-f811-11e9-a622-340286a22b19,"{'f': {'size': 90}, 'c26': {'size': 160}}",0,graph,0
dag_id,data,mse_factor,name,stage_id
c3621a0b-f811-11e9-a622-340286a22b19,{'a27': {'size': 40}},0,graph,0
c3621a0b-f811-11e9-a622-340286a22b19,{'d6': {'size': 93}},0,graph,1
c3621a0b-f811-11e9-a622-340286a22b19,"{'b16': {'size': 125}, 'd6': {'size': 185}}",0,graph,1
c3621a0b-f811-11e9-a622-340286a22b19,{'d': {'size': 25}},0,graph,2
c3621a0b-f811-11e9-a622-340286a22b19,{'d': {'size': 25}},0,graph,2
dag_id,data,mse_factor,name,stage_id
dd3d778e-f812-11e9-a622-340286a22b19,{'c26': {'size': 40}},0,graph,0
dd3d778e-f812-11e9-a622-340286a22b19,"{'f': {'size': 90}, 'c26': {'size': 160}}",0,graph,0
dag_id,data,mse_factor,name,stage_id
36826d08-f814-11e9-a622-340286a22b19,{'c26': {'size': 40}},0,graph,0
36826d08-f814-11e9-a622-340286a22b19,"{'f': {'size': 90}, 'c26': {'size': 160}}",0,graph,0
dag_id,data,mse_factor,name,stage_id
c1f31180-f814-11e9-a622-340286a22b19,{'c26': {'size': 40}},0,graph,0
c1f31180-f814-11e9-a622-340286a22b19,"{'f': {'size': 90}, 'c26': {'size': 160}}",0,graph,0
dag_id,data,mse_factor,name,stage_id
c1f31181-f814-11e9-a622-340286a22b19,{'a27': {'size': 40}},0,graph,0
c1f31181-f814-11e9-a622-340286a22b19,{'d6': {'size': 93}},0,graph,1
c1f31181-f814-11e9-a622-340286a22b19,"{'b16': {'size': 125}, 'd6': {'size': 185}}",0,graph,1
c1f31181-f814-11e9-a622-340286a22b19,{'d': {'size': 25}},0,graph,2
c1f31181-f814-11e9-a622-340286a22b19,{'d': {'size': 25}},0,graph,2
dag_id,data,mse_factor,name,stage_id
c1f3117f-f814-11e9-a622-340286a22b19,{'a2': {'size': 160}},0,graph,0
dag_id,data,mse_factor,name,stage_id
9188b3cc-f816-11e9-a622-340286a22b19,{'c26': {'size': 40}},0,graph,0
9188b3cc-f816-11e9-a622-340286a22b19,"{'f': {'size': 90}, 'c26': {'size': 160}}",0,graph,0
dag_id,data,mse_factor,name,stage_id
9188b3cd-f816-11e9-a622-340286a22b19,{'a27': {'size': 40}},0,graph,0
9188b3cd-f816-11e9-a622-340286a22b19,{'d6': {'size': 93}},0,graph,1
9188b3cd-f816-11e9-a622-340286a22b19,"{'b16': {'size': 125}, 'd6': {'size': 185}}",0,graph,1
9188b3cd-f816-11e9-a622-340286a22b19,{'d': {'size': 25}},0,graph,2
9188b3cd-f816-11e9-a622-340286a22b19,{'d': {'size': 25}},0,graph,2
dag_id,data,mse_factor,name,stage_id
9188b3cb-f816-11e9-a622-340286a22b19,{'a2': {'size': 160}},0,graph,0
9188b3cb-f816-11e9-a622-340286a22b19,{'d25': {'size': 200}},0,graph,3
9188b3cb-f816-11e9-a622-340286a22b19,{'d25': {'size': 200}},0,graph,3
9188b3cb-f816-11e9-a622-340286a22b19,{'c21': {'size': 160}},0,graph,4
9188b3cb-f816-11e9-a622-340286a22b19,{'c21': {'size': 160}},0,graph,4
dag_id,data,mse_factor,name,stage_id
cf92bf71-f81d-11e9-a622-340286a22b19,{'ad': {'size': 80}},0,graph,1
cf92bf71-f81d-11e9-a622-340286a22b19,"{'sup': {'size': 100}, 'ad': {'size': 120}}",0,graph,1
dag_id,data,mse_factor,name,stage_id
cf92bf72-f81d-11e9-a622-340286a22b19,{'ad': {'size': 120}},0,graph,1
